,Age,Density_Corner_Left_Eye,Density_Corner_Right_Eye,Density_Forehead,Density_Cheek_Left,Density_Cheek_Right,Depth_Corner_Left_Eye,Depth_Corner_Right_Eye,Depth_Forehead,Depth_Cheek_Left,Depth_Cheek_Right,Variance_Corner_Left_Eye,Variance_Corner_Right_Eye,Variance_Forehead,Variance_Cheek_Left,Variance_Cheek_Right,Spot_Density_Corner_Left_Eye,Spot_Density_Corner_Right_Eye,Spot_Density_Forehead,Spot_Density_Cheek_Left,Spot_Density_Cheek_Right,Max_Spot_Size_Corner_Left_Eye,Max_Spot_Size_Corner_Right_Eye,Max_Spot_Size_Forehead,Max_Spot_Size_Cheek_Left,Max_Spot_Size_Cheek_Right,Count_of_Spots_Corner_Left_Eye,Count_of_Spots_Corner_Right_Eye,Count_of_Spots_Forehead,Count_of_Spots_Cheek_Left,Count_of_Spots_Cheek_Right,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,path
6314,32,0.117408907,0.426190476,0.662970241,0.19005102,0.056980057,0.192917239,0.270797581,0.330437668,0.252505471,0.199290614,0.0966570224,0.168406095,0.252084523,0.110021778,0.0769728601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.46,0.07,0.21,0.38,0.25,0.59,0.34,0.25,0.07,0.03,../datasets/wrinkles3/4636_1979-2-13_2011.jpg
6315,23,0.553846154,0.21476996,0.0109589041,0.27037037,0.15916955,0.279713322,0.514532006,0.223908392,0.440278986,0.194625192,0.193496822,0.434101385,0.0601780783,0.166878615,0.105925661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.28,0.49,0.07,0.19,0.37,0.25,0.56,0.3,0.25,0.07,0.02,../datasets/wrinkles3/4637_1979-2-13_2002.jpg
6316,27,0.770833333,0.262534014,0.647950089,0.511734694,0.0133333333,0.773066517,0.504712443,0.408261356,0.379637971,0.205873016,0.620688847,0.450802268,0.295367047,0.240409689,0.0721199729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.25,0.44,0.06,0.19,0.4,0.24,0.54,0.3,0.24,0.05,0.02,../datasets/wrinkles3/4638_1979-2-13_2006.jpg
6317,17,0.6875,0.388888889,0.0443403028,0.378703704,0.18600823,0.495782674,0.238566538,0.235235367,0.273196313,0.240091218,0.371127071,0.152282366,0.0654107952,0.153651967,0.110745485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.28,0.48,0.07,0.2,0.4,0.27,0.6,0.33,0.27,0.07,0.03,../datasets/wrinkles3/463_1929-04-01_1946.jpg
6318,65,0.456349206,0.175066313,0.00297113752,0.180509868,0.00355029586,0.223866072,0.243828162,0.178364449,0.299518533,0.24326748,0.157289744,0.080777178,0.0318791145,0.103990755,0.0260551248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.07,0.19,0.35,0.26,0.6,0.34,0.26,0.09,0.02,../datasets/wrinkles3/4640_1935-11-29_2000.jpg
6319,59,0.429726997,0.450657895,0.492153444,0.367647059,0.525,0.254350995,0.27377748,0.292088011,0.241894564,0.290910915,0.159776467,0.172442604,0.190083324,0.146770387,0.196250691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.07,0.22,0.37,0.29,0.58,0.29,0.29,0.08,0.03,../datasets/wrinkles3/4642_1943-6-15_2002.jpg
6320,22,0.0625,0.715151515,0.0058356676,0.0236742424,0.16262354,0.23638163,0.466536747,0.19187561,0.316007997,0.192224053,0.069856631,0.361822906,0.0390386182,0.0424248727,0.0948758381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.28,0.47,0.07,0.2,0.36,0.26,0.56,0.3,0.26,0.07,0.03,../datasets/wrinkles3/4643_1965-9-23_1987.jpg
6321,36,0.323671498,0.218673219,0.197435897,0.230218855,0.170833333,0.234683479,0.227076181,0.316387045,0.232216739,0.223459957,0.135050475,0.115830963,0.112236406,0.11832671,0.103881572,0,0,0,0,0.00757575758,0,0,0,0,0.000196,0,0,0,0,1,0.61,0.26,0.44,0.06,0.2,0.38,0.26,0.61,0.35,0.26,0.08,0.03,../datasets/wrinkles3/4644_1976-8-25_2012.jpg
6322,36,0.275,0.10122449,0.059321052,0.0137310606,0.0133974579,0.232821509,0.191421863,0.219841678,0.189661791,0.189505774,0.121753472,0.0889842344,0.0579652732,0.0604591986,0.0597431486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.45,0.06,0.22,0.48,0.27,0.62,0.35,0.27,0.06,0.03,../datasets/wrinkles3/4645_1976-8-25_2012.jpg
6323,36,0.75390625,0.0384615385,0.16995173,0.100301659,0.00450819672,0.232548405,0.185213269,0.259489955,0.267996243,0.175468143,0.205111391,0.0674690898,0.101226572,0.0847416515,0.0579349066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.18,0.31,0.25,0.57,0.32,0.25,0.08,0.02,../datasets/wrinkles3/4646_1976-8-25_2012.jpg
6324,37,0.15625,0.206043956,0.0279155188,0.173577628,0.0177272727,0.254356611,0.252147537,0.205584971,0.293405254,0.212758219,0.101138045,0.109580206,0.0488393955,0.10493821,0.0534748889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.43,0.06,0.22,0.48,0.25,0.61,0.36,0.25,0.06,0.03,../datasets/wrinkles3/4647_1976-8-25_2013.jpg
6325,37,0.141583055,0.0560875513,0.0278218555,0.0711382114,0.135625,0.271018054,0.20986368,0.184926336,0.193774594,0.213441952,0.0935393273,0.0529436183,0.0677211437,0.0758144316,0.0968904688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.28,0.47,0.07,0.21,0.37,0.27,0.59,0.32,0.27,0.08,0.03,../datasets/wrinkles3/4648_1976-8-25_2013.jpg
6326,36,0.207459207,0.241586538,0.054855643,0.0216025137,0.264423077,0.225380052,0.229059606,0.213082467,0.18342972,0.225574294,0.111835832,0.118500861,0.070260677,0.0644349537,0.124832212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.45,0.07,0.21,0.4,0.26,0.61,0.35,0.26,0.08,0.03,../datasets/wrinkles3/4649_1976-8-25_2012.jpg
6327,40,0.428571429,0.5625,0.581973582,0.222222222,0.043062201,0.33297287,0.320851609,0.272690049,0.271422731,0.276323475,0.193485348,0.218772609,0.199088645,0.117389593,0.068880066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.28,0.48,0.08,0.17,0.36,0.25,0.58,0.33,0.25,0.08,0.02,../datasets/wrinkles3/464_1972-10-18_2012.jpg
6328,36,0.425219941,0.355769231,0.0256880734,0.10877193,0.238405797,0.242721136,0.237648839,0.201263388,0.205672049,0.263571632,0.155907462,0.142713107,0.0642309918,0.0913893657,0.122312138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.07,0.2,0.36,0.27,0.61,0.34,0.27,0.08,0.03,../datasets/wrinkles3/4650_1976-8-25_2012.jpg
6329,36,0.3125,0.186147186,0.0472582973,0.109274089,0.125402793,0.230353445,0.204661584,0.209511876,0.203422453,0.227963901,0.126164979,0.101571615,0.0627951157,0.0855242371,0.0930833161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.27,0.44,0.07,0.19,0.36,0.26,0.62,0.35,0.26,0.09,0.02,../datasets/wrinkles3/4652_1976-8-25_2012.jpg
6330,39,0.229691877,0.118421053,0.00457875458,0.0698529412,0.109803922,0.197389727,0.210969894,0.196552595,0.217782951,0.24033656,0.103930452,0.101573133,0.0457468765,0.0726217914,0.0857179943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.25,0.44,0.07,0.19,0.35,0.26,0.61,0.35,0.26,0.09,0.02,../datasets/wrinkles3/4654_1976-8-25_2015.jpg
6331,56,0.522727273,0.642857143,0.264327485,0.326495726,0.328088578,0.543675497,0.515506648,0.465303378,0.650531309,0.522860504,0.32888595,0.36728742,0.169405958,0.265910267,0.22490262,0,0,0,0,0.00961538462,0,0,0,0,0.000256,0,0,0,0,1,0.6,0.25,0.44,0.07,0.19,0.36,0.25,0.63,0.37,0.25,0.09,0.02,../datasets/wrinkles3/4655_1956-0-0_2012.jpg
6332,40,0.528846154,0.647435897,0.486386139,0.33125,0.539607843,0.277952609,0.389327101,0.255314433,0.279910153,0.296978283,0.190233727,0.286020631,0.172360858,0.151299541,0.204125315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.06,0.2,0.4,0.25,0.61,0.36,0.25,0.08,0.02,../datasets/wrinkles3/4656_1964-8-4_2004.jpg
6333,40,0.0857843137,0.644642857,0.437587658,0.199393939,0.257917338,0.17366909,0.488752579,0.792137175,0.224760188,0.280575045,0.0752594634,0.348025532,0.385428638,0.10893421,0.127599643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.28,0.46,0.06,0.2,0.37,0.26,0.59,0.33,0.26,0.09,0.03,../datasets/wrinkles3/4657_1972-5-1_2012.jpg
6334,40,0.0950226244,0.574074074,0.448387097,0.2303125,0.276435856,0.209889609,0.333994971,0.776795253,0.222482701,0.259167189,0.0862369415,0.227553128,0.386697181,0.116323569,0.129890761,0,0,0,0.0090625,0,0,0,0,0.000256,0,0,0,0,1,0,0.64,0.28,0.47,0.06,0.2,0.37,0.26,0.59,0.33,0.26,0.09,0.03,../datasets/wrinkles3/4658_1972-5-1_2012.jpg
6335,67,0.637681159,0.647435897,0.349855072,0.39254386,0.494505495,0.282861603,0.330771048,0.249574534,0.283146825,0.351828847,0.216391086,0.247776245,0.144784692,0.165711033,0.218603928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.28,0.45,0.06,0.22,0.46,0.25,0.63,0.38,0.25,0.07,0.03,../datasets/wrinkles3/4659_1901-3-25_1968.jpg
6336,39,0.478835979,0.245652174,0.0260047281,0.250793651,0.225731895,0.277382608,0.273146271,0.175362346,0.211202526,0.237967947,0.180860024,0.128005,0.0674674735,0.119089676,0.117762221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.46,0.07,0.21,0.42,0.28,0.6,0.32,0.28,0.06,0.03,../datasets/wrinkles3/4660_1968-7-1_2007.jpg
6337,35,0.373205742,0.560897436,0.0332608696,0.115705931,0.16013986,0.299360808,0.285585567,0.203417807,0.314930861,0.220996476,0.161885851,0.201737671,0.0599525917,0.0967097983,0.099435104,0,0.0384615385,0,0,0,0,0.000253099174,0,0,0,0,1,0,0,0,0.65,0.27,0.46,0.07,0.2,0.36,0.28,0.58,0.3,0.28,0.08,0.03,../datasets/wrinkles3/4661_1973-1-19_2008.jpg
6338,32,0.493016728,0.553571429,0.188888889,0.511317254,0.474716202,0.397144426,0.402310554,0.225840206,0.416326904,0.372774339,0.343232052,0.267417369,0.111346144,0.258305135,0.225551871,0,0,0.00571428571,0,0,0,0,0.000348444444,0,0,0,0,1,0,0,0.59,0.25,0.43,0.06,0.19,0.37,0.23,0.61,0.38,0.23,0.08,0.02,../datasets/wrinkles3/4662_1970-8-2_2002.jpg
6339,40,0.559375,0.486842105,0.527984344,0.568888889,0.664335664,0.482717611,0.977854023,0.356764236,0.434925908,0.803934969,0.304142036,0.514401766,0.231454301,0.285541124,0.566330005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.06,0.23,0.4,0.26,0.59,0.33,0.26,0.06,0.03,../datasets/wrinkles3/4663_1970-8-2_2010.jpg
6340,37,0.67032967,0.555093555,0.0294117647,0.368978001,0.367037037,0.435105465,0.531784393,0.347200032,0.569192238,0.550543094,0.319270828,0.335267423,0.0688574886,0.261270931,0.253878821,0,0,0,0.00556947925,0,0,0,0,0.000283827618,0,0,0,0,1,0,0.59,0.26,0.43,0.05,0.23,0.42,0.24,0.61,0.38,0.24,0.08,0.03,../datasets/wrinkles3/4664_1970-8-2_2007.jpg
6341,44,0.682539683,0.580769231,0.0994451558,0.418067227,0.348214286,0.293629048,0.276991624,0.213031878,0.300640177,0.276228968,0.234911288,0.200376301,0.0877540333,0.177009959,0.151728141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.07,0.2,0.39,0.25,0.58,0.33,0.25,0.07,0.02,../datasets/wrinkles3/4665_1970-8-2_2014.jpg
6342,36,0.683673469,0.518234204,0.125,0.445075758,0.59139265,0.544382491,0.426716953,0.226403113,0.586656349,0.48494421,0.405102557,0.363834864,0.101576183,0.311419082,0.324378906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.27,0.42,0.06,0.21,0.38,0.24,0.62,0.37,0.24,0.09,0.03,../datasets/wrinkles3/4666_1970-8-2_2006.jpg
6343,42,0.295614035,0.122265122,0.0116538953,0.0572463768,0.137049942,0.249538852,0.221447105,0.182533563,0.182840283,0.219818035,0.133589321,0.0926284664,0.0550697212,0.0755791459,0.0932065741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.27,0.44,0.06,0.2,0.38,0.26,0.6,0.34,0.26,0.08,0.03,../datasets/wrinkles3/4667_1973-5-2_2015.jpg
6344,48,0.306818182,0.199084668,0.438406688,0.316008316,0.337159254,0.314407435,0.242456072,0.291999591,0.240349053,0.273607069,0.152786614,0.106013045,0.177047498,0.137909106,0.149496326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.28,0.46,0.06,0.25,0.45,0.24,0.59,0.35,0.24,0.07,0.03,../datasets/wrinkles3/4668_1957-12-10_2005.jpg
6345,50,0.432631579,0.493589744,0.0990767535,0.140866873,0.276528258,0.254384468,0.247190792,0.228342599,0.21210317,0.236188211,0.162630334,0.169002278,0.0848950285,0.0971108817,0.127866191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.28,0.45,0.06,0.22,0.46,0.23,0.61,0.38,0.23,0.06,0.02,../datasets/wrinkles3/4669_1961-5-8_2011.jpg
6346,45,0.645454545,0.585185185,0.102859582,0.414835165,0.303030303,0.238786456,0.236954426,0.256936246,0.269144181,0.23635749,0.184523372,0.176400691,0.0895066576,0.163105487,0.133507835,0,0,0.0290226206,0,0,0,0,0.041391201,0,0,0,0,1,0,0,0.63,0.28,0.47,0.06,0.23,0.42,0.25,0.59,0.35,0.25,0.06,0.03,../datasets/wrinkles3/466_1961-08-13_2006.jpg
6347,54,0.319518717,0.230769231,0.241312367,0.130718954,0.22962963,0.222253422,0.222257962,0.242348242,0.194500232,0.239490564,0.133088998,0.113779045,0.119988463,0.0951103389,0.121372318,0.0254010695,0,0.0114540866,0,0,0.000352191132,0,0.000352191132,0,0,1,0,2,0,0,0.63,0.27,0.46,0.07,0.19,0.39,0.27,0.6,0.33,0.27,0.08,0.03,../datasets/wrinkles3/4670_1961-0-0_2015.jpg
6348,68,0.0540229885,0.0424242424,0.116015625,0.107210626,0.0540890269,0.190561594,0.168085487,0.312864795,0.189259218,0.219630402,0.0814627863,0.0789427075,0.0951318627,0.0891854583,0.0764622844,0,0,0,0,0.00879917184,0,0,0,0,0.000254979064,0,0,0,0,1,0.63,0.27,0.46,0.07,0.19,0.35,0.27,0.61,0.34,0.27,0.09,0.03,../datasets/wrinkles3/4671_1946-6-1_2014.jpg
6349,68,0.765517241,0.681888545,0.235897436,0.451754386,0.314176245,0.359110981,0.333859119,0.228962908,0.271048854,0.227817725,0.29829395,0.259526697,0.117602934,0.172387041,0.131220663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.2,0.41,0.26,0.61,0.35,0.26,0.08,0.03,../datasets/wrinkles3/4672_1946-6-1_2014.jpg
6350,56,0.438917577,0.438917577,0.238647343,0.364150943,0.513684211,0.477073499,0.394855614,0.231552426,0.277755458,0.296661149,0.404997748,0.337593922,0.117658462,0.158755642,0.196189758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.27,0.48,0.07,0.2,0.39,0.27,0.61,0.33,0.27,0.08,0.03,../datasets/wrinkles3/4673_1946-6-1_2002.jpg
6351,65,0.501730104,0.542857143,0.276689189,0.429888084,0.427700348,0.248020954,0.270961803,0.224252864,0.246997745,0.271148553,0.170959237,0.192157474,0.125669641,0.160915353,0.168772972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.06,0.22,0.36,0.27,0.6,0.33,0.27,0.08,0.03,../datasets/wrinkles3/4674_1946-6-1_2011.jpg
6352,47,0.48806366,0.634693878,0.00708534622,0.0398550725,0.144907407,0.554381624,0.532052833,0.180179808,0.210871347,0.247009397,0.315505792,0.370736598,0.0502978221,0.0631985973,0.0974787487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.44,0.06,0.19,0.38,0.26,0.6,0.34,0.26,0.07,0.02,../datasets/wrinkles3/4676_1965-12-3_2012.jpg
6353,29,0.284722222,0.0285714286,0.0514574658,0.00662878788,0.0271111111,0.259449686,0.170416751,0.190220909,0.180603497,0.188868127,0.11004432,0.0774766098,0.0619946136,0.0378465348,0.0419242029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.06,0.19,0.34,0.24,0.61,0.37,0.24,0.09,0.02,../datasets/wrinkles3/4677_1982-11-12_2011.jpg
6354,30,0.137172124,0.763157895,0.137161085,0.189987163,0.0843570844,0.506975104,0.499768417,0.426907284,0.319166126,0.234179659,0.456635249,0.404051413,0.105402931,0.119058007,0.0799210226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.44,0.07,0.19,0.48,0.24,0.6,0.36,0.24,0.04,0.02,../datasets/wrinkles3/4678_1982-11-12_2012.jpg
6355,29,0.205357143,0.661005435,0.00932944606,0.288059701,0.203333333,0.194612905,0.326031491,0.257359518,0.245482865,0.361071496,0.11480415,0.24659536,0.0401857841,0.132939849,0.128843014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.27,0.45,0.07,0.2,0.43,0.25,0.58,0.33,0.25,0.05,0.02,../datasets/wrinkles3/467_1982-10-03_2011.jpg
6356,30,0.571315997,0.642857143,0.0206349206,0.00416666667,0.255314124,0.312292113,0.249831894,0.205875182,0.172637696,0.387537571,0.212266856,0.195080485,0.052485234,0.0658210741,0.156075275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.19,0.44,0.24,0.6,0.35,0.24,0.05,0.02,../datasets/wrinkles3/4680_1982-11-12_2012.jpg
6357,24,0.678571429,0.556133056,0.514018692,0.145454545,0.0562187139,0.444484279,0.314712808,0.291527126,0.359592376,0.255727407,0.330212928,0.214168322,0.195263102,0.0968186716,0.0708804356,0,0,0.00581907953,0,0,0,0,0.000256,0,0,0,0,1,0,0,0.67,0.28,0.48,0.07,0.18,0.42,0.25,0.6,0.36,0.25,0.06,0.02,../datasets/wrinkles3/4681_1982-11-12_2006.jpg
6358,26,0.688888889,0.665178571,0.0104477612,0.280701754,0.275960171,0.339725045,0.377055102,0.298887665,0.239554929,0.231713193,0.262541653,0.279452627,0.0646873756,0.128526852,0.12820068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.26,0.47,0.07,0.17,0.4,0.26,0.57,0.32,0.26,0.05,0.02,../datasets/wrinkles3/4683_1982-11-12_2008.jpg
6359,21,0.545454545,0.304585802,0.0657894737,0.199233716,0.409937888,0.356252199,0.438211382,0.206434047,0.214404197,0.302580908,0.239935191,0.391761774,0.0841039112,0.11640936,0.183270396,0,0,0.0229323308,0,0,0,0,0.0488800963,0,0,0,0,1,0,0,0.64,0.27,0.46,0.07,0.2,0.52,0.25,0.6,0.36,0.25,0.04,0.02,../datasets/wrinkles3/4684_1982-11-12_2003.jpg
6360,32,0.545098039,0.606617647,0.0720833333,0.151062156,0.163565891,0.287153313,0.396582443,0.214464844,0.230367797,0.26257412,0.202878066,0.277864732,0.0760708644,0.0971075078,0.106677488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.07,0.16,0.37,0.25,0.6,0.35,0.25,0.06,0.02,../datasets/wrinkles3/4685_1982-11-12_2014.jpg
6361,30,0.640350877,0.51372549,0.212225705,0.582427536,0.572801709,0.313818574,0.268740789,0.216936276,0.410364207,0.351317003,0.234274608,0.183991516,0.108453501,0.278814876,0.242161377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.27,0.46,0.06,0.26,0.5,0.26,0.63,0.38,0.26,0.06,0.03,../datasets/wrinkles3/4687_1982-11-12_2012.jpg
6362,26,0.725925926,0.496598639,0.0839059675,0.197674419,0.151219512,0.474587141,0.372182922,0.458300038,0.240183297,0.247207748,0.368671857,0.22772073,0.0983927304,0.119768681,0.112585617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.2,0.47,0.26,0.58,0.32,0.26,0.03,0.03,../datasets/wrinkles3/4688_1982-11-12_2008.jpg
6363,23,0.683673469,0.722222222,0.0050154321,0.210131332,0.175313059,0.363854978,0.350542838,0.257835888,0.238517876,0.246217691,0.281237851,0.27732044,0.0560120568,0.117450241,0.115220786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.28,0.49,0.08,0.19,0.43,0.27,0.56,0.29,0.27,0.05,0.03,../datasets/wrinkles3/4689_1982-11-12_2005.jpg
6364,43,0.654320988,0.667741935,0.620484908,0.233259424,0.25170068,0.406014023,0.409329464,0.328416485,0.253457871,0.255067202,0.298087362,0.307455501,0.239435003,0.122042483,0.12663006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.25,0.42,0.06,0.2,0.4,0.24,0.61,0.37,0.24,0.06,0.02,../datasets/wrinkles3/468_1965-04-11_2008.jpg
6365,40,0.46366782,0.174883721,0.369395203,0.138596491,0.0748432602,0.419539249,0.269377028,0.249825559,0.265414439,0.193140097,0.237707367,0.105650555,0.143979333,0.0961528991,0.0829266177,0,0,0.00247653806,0,0,0,0,0.000144,0,0,0,0,1,0,0,0.6,0.26,0.44,0.06,0.2,0.38,0.25,0.59,0.34,0.25,0.07,0.02,../datasets/wrinkles3/4691_1970-6-16_2010.jpg
6366,35,0.528508772,0.697916667,0.0721925134,0.220095694,0.467595819,0.30952236,0.276969594,0.219154786,0.208361518,0.299182447,0.209338362,0.225091919,0.0830090989,0.110916823,0.188690968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.43,0.06,0.24,0.48,0.26,0.63,0.38,0.26,0.06,0.03,../datasets/wrinkles3/4692_1970-6-16_2005.jpg
6367,39,0.551948052,0.685714286,0.172556391,0.339587242,0.7,0.425395501,0.380946368,0.411765769,0.594318139,0.543153764,0.284352249,0.290841732,0.129588546,0.250408331,0.404903475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.46,0.07,0.19,0.39,0.25,0.59,0.34,0.25,0.05,0.02,../datasets/wrinkles3/4693_1970-6-16_2009.jpg
6368,25,0.42680776,0.603305785,0.050802139,0.0423280423,0.375664894,0.435971238,0.321890153,0.203705945,0.163333607,0.263291465,0.238493607,0.230434255,0.0678717218,0.0696750276,0.157779457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.25,0.45,0.07,0.17,0.46,0.25,0.59,0.34,0.25,0.05,0.02,../datasets/wrinkles3/4694_1980-8-2_2005.jpg
6369,28,0.514354067,0.635854342,0.0503241741,0.243881119,0.181884058,0.26773233,0.337801519,0.197106251,0.234986568,0.290129115,0.185920651,0.247537363,0.0655340402,0.129141089,0.11582833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.26,0.45,0.06,0.2,0.47,0.25,0.58,0.33,0.25,0.06,0.02,../datasets/wrinkles3/4695_1980-8-2_2008.jpg
6370,50,0.554945055,0.763157895,0.132849294,0.324108818,0.33845515,0.306394267,0.335222136,0.212530158,0.277717738,0.289101973,0.213050604,0.277162845,0.0906693517,0.145947078,0.154157522,0,0,0,0,0.00872093023,0,0,0,0,0.000266245021,0,0,0,0,1,0.64,0.28,0.47,0.06,0.22,0.44,0.25,0.63,0.39,0.25,0.08,0.03,../datasets/wrinkles3/4697_1963-5-12_2013.jpg
6371,36,0.695555556,0.727272727,0.235939643,0.591174752,0.6096,0.611250414,0.57196798,0.229098722,0.560418935,0.571583266,0.450700144,0.438110996,0.118744324,0.369733042,0.385397812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.29,0.49,0.07,0.21,0.38,0.26,0.58,0.32,0.26,0.07,0.03,../datasets/wrinkles3/4698_1945-3-3_1981.jpg
6372,40,0.0965608466,0.135416667,0.0802345728,0.0622222222,0.0507142857,0.193736183,0.197731469,0.209483733,0.191192716,0.196363933,0.0929483572,0.0937014949,0.0764108654,0.0770583687,0.0706515141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.44,0.06,0.18,0.34,0.26,0.6,0.34,0.26,0.08,0.02,../datasets/wrinkles3/4699_1973-4-3_2013.jpg
6373,22,0.413793103,0.45473251,0.0225675176,0.206296992,0.200328407,0.284775533,0.283090735,0.198910816,0.287572556,0.247276465,0.166017003,0.176310891,0.0605886554,0.11948127,0.111915283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.27,0.46,0.07,0.18,0.45,0.24,0.58,0.34,0.24,0.05,0.02,../datasets/wrinkles3/469_1987-02-26_2009.jpg
6374,42,0.229166667,0.520531401,0.0325670498,0.216863905,0.00448028674,0.228575576,0.299331042,0.214759635,0.272378179,0.179828027,0.12548899,0.194367495,0.0561676949,0.120200153,0.0571203551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.26,0.44,0.07,0.16,0.35,0.24,0.59,0.36,0.24,0.08,0.02,../datasets/wrinkles3/46_1972-07-15_2014.jpg
6375,42,0.264033264,0.461309524,0.0151289683,0.0496453901,0.118585859,0.316442984,0.289906498,0.210822446,0.221029651,0.246169827,0.138039326,0.183186237,0.0503837648,0.0647411331,0.0842170204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.26,0.44,0.06,0.2,0.41,0.24,0.61,0.37,0.24,0.06,0.02,../datasets/wrinkles3/4700_1973-4-3_2015.jpg
6376,40,0.265,0.198275862,0.227413412,0.0693208431,0.119476268,0.253194709,0.233131425,0.242739061,0.211911859,0.25065458,0.116175588,0.111234685,0.115191652,0.065744939,0.0833406707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.26,0.44,0.06,0.2,0.37,0.26,0.61,0.35,0.26,0.09,0.03,../datasets/wrinkles3/4701_1973-4-3_2013.jpg
6377,42,0.544117647,0.497916667,0.0583165757,0.115397924,0.187091222,0.28577657,0.323774059,0.224204383,0.263305848,0.291984016,0.199476062,0.20390476,0.0614194039,0.0902847391,0.108413183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.25,0.43,0.07,0.18,0.31,0.24,0.63,0.4,0.24,0.08,0.02,../datasets/wrinkles3/4702_1973-4-3_2015.jpg
6378,76,0.515942029,0.718253968,0.463298969,0.096969697,0.451322751,0.490320433,0.463371235,0.44386403,0.283419448,0.322685816,0.287368899,0.35877665,0.24819664,0.0788881456,0.192625052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.27,0.47,0.07,0.2,0.36,0.25,0.59,0.34,0.25,0.08,0.02,../datasets/wrinkles3/4704_1935-12-8_2011.jpg
