id,u_id,date,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Emotion
714,3,2019-07-03 00:00:00,30,9,85,56,85,18,26,2,79,8,6
715,9,2019-07-03 00:00:00,45,25,50,49,90,90,41,90,29,16,1
716,5,2019-07-03 00:00:00,60,64,13,3,74,65,67,43,10,100,4
717,5,2019-07-03 00:00:00,37,79,27,95,52,12,32,13,11,4,2
718,7,2019-07-03 00:00:00,16,40,70,80,77,3,20,23,4,58,1
719,8,2019-07-03 00:00:00,4,58,81,91,48,7,76,78,57,88,6
720,5,2019-07-03 00:00:00,8,17,65,85,40,83,28,60,26,14,0
721,9,2019-07-03 00:00:00,39,7,35,68,90,27,55,10,23,53,3
722,10,2019-07-03 00:00:00,43,47,100,36,45,92,67,32,33,57,1
723,2,2019-07-03 00:00:00,8,99,74,40,42,60,23,41,88,25,5
724,5,2019-07-03 00:00:00,10,57,16,84,25,59,22,35,30,9,0
725,5,2019-07-03 00:00:00,41,46,48,9,31,3,64,3,57,28,0
726,5,2019-07-03 00:00:00,28,73,92,30,63,85,52,30,50,92,3
727,1,2019-07-03 00:00:00,69,58,48,9,80,94,63,56,98,65,6
728,10,2019-07-03 00:00:00,34,67,8,39,78,82,40,79,16,78,5
729,10,2019-07-03 00:00:00,32,36,94,47,77,66,34,18,84,20,2
730,10,2019-07-03 00:00:00,29,39,53,34,93,99,30,89,16,66,0
731,5,2019-07-03 00:00:00,73,29,11,76,84,8,9,64,90,79,2
732,8,2019-07-03 00:00:00,70,66,52,84,89,96,41,70,39,19,3
733,2,2019-07-03 00:00:00,72,97,25,66,3,4,7,63,49,37,3
734,1,2019-07-03 00:00:00,30,66,69,96,47,83,47,65,57,34,4
735,7,2019-07-03 00:00:00,68,23,21,78,58,49,28,76,99,44,4
736,5,2019-07-03 00:00:00,69,49,7,78,51,88,45,50,68,54,0
737,2,2019-07-03 00:00:00,17,93,8,27,49,37,94,93,35,59,1
738,7,2019-07-03 00:00:00,27,7,32,65,35,85,60,35,81,34,4
739,1,2019-07-03 00:00:00,3,57,33,83,49,76,95,24,31,24,0
740,3,2019-07-03 00:00:00,94,96,80,39,26,46,71,95,14,86,3
741,9,2019-07-03 00:00:00,59,33,71,86,35,51,8,20,11,30,1
742,10,2019-07-03 00:00:00,80,98,73,19,41,36,86,17,71,42,4
743,2,2019-07-03 00:00:00,22,93,59,93,29,92,61,85,84,90,1
744,2,2019-07-03 00:00:00,74,76,89,63,42,21,62,55,41,23,5
745,5,2019-07-03 00:00:00,3,71,20,13,17,11,92,37,70,96,5
746,9,2019-07-03 00:00:00,67,15,9,36,78,98,15,17,5,13,1
747,9,2019-07-03 00:00:00,23,74,58,81,43,28,12,67,91,13,3
748,10,2019-07-03 00:00:00,93,68,63,42,16,32,88,33,40,84,1
749,2,2019-07-03 00:00:00,5,27,57,60,77,70,92,90,80,78,1
750,8,2019-07-03 00:00:00,79,51,69,98,62,51,75,49,72,68,1
751,1,2019-07-03 00:00:00,28,48,40,10,8,14,73,94,15,31,5
752,5,2019-07-03 00:00:00,40,89,76,83,92,32,86,61,67,60,3
753,2,2019-07-03 00:00:00,89,33,35,98,63,70,92,73,99,32,5
754,4,2019-07-03 00:00:00,9,42,57,73,70,92,18,91,64,15,2
755,10,2019-07-03 00:00:00,85,23,35,94,55,46,89,87,62,10,1
756,8,2019-07-03 00:00:00,16,5,99,99,39,40,49,79,31,46,0
757,5,2019-07-03 00:00:00,63,10,100,10,79,95,68,97,67,67,5
758,4,2019-07-03 00:00:00,74,30,54,65,61,12,21,6,48,76,6
759,10,2019-07-03 00:00:00,3,21,21,80,68,18,39,6,36,71,5
760,10,2019-07-03 00:00:00,39,90,93,37,21,12,96,92,34,77,1
761,9,2019-07-03 00:00:00,76,72,74,68,52,39,27,60,75,93,5
762,9,2019-07-03 00:00:00,39,26,37,42,82,22,47,35,27,19,5
763,3,2019-07-03 00:00:00,82,61,78,39,5,27,100,82,92,35,5
764,6,2019-07-03 00:00:00,55,36,16,1,75,56,88,34,45,3,4
765,5,2019-07-03 00:00:00,85,45,92,7,95,27,35,75,11,61,6
766,9,2019-07-03 00:00:00,23,91,20,52,16,88,54,88,88,38,2
767,8,2019-07-03 00:00:00,79,3,45,12,31,17,17,62,97,58,3
768,1,2019-07-03 00:00:00,98,9,93,67,10,36,51,86,55,5,6
769,3,2019-07-03 00:00:00,20,46,65,39,1,25,87,67,83,29,3
770,6,2019-07-03 00:00:00,26,7,90,20,16,79,79,21,51,46,0
771,4,2019-07-03 00:00:00,5,23,95,18,12,39,48,93,31,32,3
772,4,2019-07-03 00:00:00,80,20,97,53,19,9,9,81,62,35,5
773,5,2019-07-03 00:00:00,66,42,35,7,6,55,14,19,6,78,5
774,10,2019-07-03 00:00:00,52,73,40,84,77,72,44,26,82,75,1
775,8,2019-07-03 00:00:00,59,100,87,24,27,93,46,72,9,94,2
776,7,2019-07-03 00:00:00,95,43,12,2,32,60,3,62,63,81,6
777,9,2019-07-03 00:00:00,28,79,6,80,41,23,41,95,46,55,0
778,2,2019-07-03 00:00:00,30,27,69,40,81,51,20,2,97,69,2
779,10,2019-07-03 00:00:00,90,63,100,12,31,88,25,7,89,15,4
780,3,2019-07-03 00:00:00,27,32,99,5,71,66,7,19,75,7,2
781,9,2019-07-03 00:00:00,94,52,59,87,42,48,10,47,54,65,0
782,7,2019-07-03 00:00:00,51,100,40,20,65,81,82,11,19,81,0
783,3,2019-07-03 00:00:00,19,71,36,62,14,38,90,34,11,59,2
784,9,2019-07-03 00:00:00,29,55,4,32,1,22,26,95,45,81,4
785,1,2019-07-03 00:00:00,63,67,13,27,65,30,66,93,73,23,1
786,5,2019-07-03 00:00:00,78,44,22,12,11,65,11,39,84,2,4
787,1,2019-07-03 00:00:00,59,41,46,80,80,16,2,81,75,82,3
788,4,2019-07-03 00:00:00,21,20,34,79,40,85,24,90,97,50,5
789,4,2019-07-03 00:00:00,47,83,94,9,67,100,45,97,55,44,0
790,9,2019-07-03 00:00:00,12,59,78,66,92,71,59,9,25,5,0
791,10,2019-07-03 00:00:00,11,74,41,15,10,69,25,14,69,22,1
792,1,2019-07-03 00:00:00,91,13,45,36,21,96,13,43,80,74,5
793,1,2019-07-03 00:00:00,17,5,1,63,76,20,39,94,84,15,4
794,10,2019-07-03 00:00:00,73,24,73,31,28,18,95,61,32,46,2
795,3,2019-07-03 00:00:00,95,1,52,44,87,74,99,87,18,49,3
796,3,2019-07-03 00:00:00,8,10,33,31,47,94,32,34,93,97,6
797,2,2019-07-03 00:00:00,96,53,98,58,9,68,77,96,32,22,0
798,2,2019-07-03 00:00:00,73,12,26,35,79,76,18,78,84,67,5
799,1,2019-07-03 00:00:00,51,25,51,31,71,59,38,90,69,45,0
800,5,2019-07-03 00:00:00,97,73,16,69,94,78,18,50,78,72,6
801,7,2019-07-03 00:00:00,63,64,93,61,75,30,46,99,21,84,0
802,10,2019-07-03 00:00:00,94,19,35,18,46,60,40,62,93,9,5
803,3,2019-07-03 00:00:00,30,11,65,42,95,36,3,12,45,6,2
804,8,2019-07-03 00:00:00,100,95,24,94,36,33,42,48,28,73,0
805,9,2019-07-03 00:00:00,86,82,75,5,48,30,14,25,6,25,1
806,4,2019-07-03 00:00:00,73,67,29,33,30,9,80,42,59,20,0
807,9,2019-07-03 00:00:00,79,23,51,31,50,98,95,14,83,50,0
808,2,2019-07-03 00:00:00,36,50,9,89,63,50,91,79,49,14,1
809,7,2019-07-03 00:00:00,22,50,49,67,96,84,28,43,21,51,1
810,3,2019-07-03 00:00:00,37,98,13,79,97,24,58,53,81,83,6
811,3,2019-07-03 00:00:00,19,77,62,85,83,2,85,36,29,20,0
812,1,2019-07-03 00:00:00,41,51,27,76,24,46,88,39,17,56,4
813,7,2019-07-03 00:00:00,67,20,97,40,10,87,23,52,61,67,2
814,9,2019-07-03 00:00:00,67,86,38,17,64,55,7,68,67,54,0
815,7,2019-07-03 00:00:00,1,44,14,60,21,43,81,99,20,39,2
816,2,2019-07-03 00:00:00,16,14,23,1,5,62,39,53,46,79,3
817,5,2019-07-03 00:00:00,46,100,90,60,80,51,77,14,95,94,2
818,9,2019-07-03 00:00:00,55,12,27,13,36,99,60,47,57,64,5
819,4,2019-07-03 00:00:00,22,12,31,71,39,21,66,7,15,1,2
820,7,2019-07-03 00:00:00,27,65,8,68,21,42,58,10,33,44,1
821,3,2019-07-03 00:00:00,53,44,5,42,64,78,17,92,28,80,5
822,6,2019-07-03 00:00:00,36,85,98,90,91,10,52,72,15,56,1
823,5,2019-07-03 00:00:00,29,38,12,66,26,88,74,32,21,35,0
824,7,2019-07-03 00:00:00,84,9,34,18,96,36,60,68,17,20,6
825,10,2019-07-03 00:00:00,62,33,66,4,58,17,73,35,73,75,0
826,3,2019-07-03 00:00:00,53,65,38,72,19,71,87,88,92,95,4
827,4,2019-07-03 00:00:00,11,41,3,70,6,35,1,46,2,44,6
828,6,2019-07-03 00:00:00,39,72,47,73,24,41,87,24,39,56,3
829,3,2019-07-03 00:00:00,70,65,45,49,25,83,1,27,13,42,2
830,1,2019-07-03 00:00:00,63,10,79,84,11,55,89,86,63,8,6
831,3,2019-07-03 00:00:00,100,29,83,63,21,19,63,14,60,50,1
832,9,2019-07-03 00:00:00,39,53,13,100,54,99,1,7,14,21,0
833,9,2019-07-03 00:00:00,49,63,98,3,16,69,58,84,44,73,0
834,9,2019-07-03 00:00:00,2,19,31,66,19,13,10,60,49,5,4
835,9,2019-07-03 00:00:00,75,38,13,86,23,68,13,38,33,51,3
836,2,2019-07-03 00:00:00,83,12,39,47,40,80,41,93,25,51,2
837,3,2019-07-03 00:00:00,86,99,46,40,77,84,65,84,19,56,4
838,7,2019-07-03 00:00:00,95,56,62,49,48,28,41,80,4,71,1
839,3,2019-07-03 00:00:00,48,56,16,15,96,61,87,24,20,4,5
840,4,2019-07-03 00:00:00,52,4,81,46,10,100,65,18,71,87,1
841,3,2019-07-03 00:00:00,23,27,42,27,78,14,57,35,52,33,1
842,4,2019-07-03 00:00:00,21,35,39,99,39,15,82,37,53,35,1
843,10,2019-07-03 00:00:00,19,89,60,62,33,64,62,32,22,86,4
844,3,2019-07-03 00:00:00,5,85,13,29,51,2,56,54,21,78,4
845,9,2019-07-03 00:00:00,45,94,34,33,38,66,66,13,7,42,0
846,8,2019-07-03 00:00:00,66,39,22,11,33,94,90,7,26,93,1
847,3,2019-07-03 00:00:00,38,71,87,59,81,13,80,30,30,81,4
848,1,2019-07-03 00:00:00,38,66,63,28,29,63,88,40,5,83,1
849,2,2019-07-03 00:00:00,34,21,95,45,54,5,39,66,64,53,3
850,5,2019-07-03 00:00:00,1,55,16,73,86,40,96,79,69,63,2
851,3,2019-07-03 00:00:00,2,19,37,6,70,87,32,72,53,40,1
852,5,2019-07-03 00:00:00,67,24,32,53,24,86,13,47,5,7,4
853,7,2019-07-03 00:00:00,11,25,22,87,12,10,76,78,98,16,2
854,10,2019-07-03 00:00:00,98,30,15,36,91,28,20,22,13,81,3
855,1,2019-07-03 00:00:00,24,34,38,72,2,57,83,14,88,14,6
856,2,2019-07-03 00:00:00,83,81,46,11,77,57,23,60,24,87,2
857,6,2019-07-03 00:00:00,19,91,22,27,29,33,94,90,11,72,0
858,6,2019-07-03 00:00:00,22,49,22,14,43,36,41,38,40,97,5
859,7,2019-07-03 00:00:00,37,18,30,14,68,73,52,47,54,59,4
860,4,2019-07-03 00:00:00,46,1,47,6,62,96,60,98,50,60,1
861,6,2019-07-03 00:00:00,73,36,9,99,98,97,73,49,18,47,6
862,9,2019-07-03 00:00:00,5,85,85,64,40,60,65,71,53,98,3
863,5,2019-07-03 00:00:00,87,81,33,4,89,51,96,7,29,38,6
864,2,2019-07-03 00:00:00,56,78,49,51,18,98,10,73,31,49,1
865,9,2019-07-03 00:00:00,74,58,30,77,27,25,29,89,41,82,0
866,1,2019-07-03 00:00:00,91,65,65,98,22,88,38,33,18,18,3
867,4,2019-07-03 00:00:00,78,44,93,74,93,74,85,83,58,2,1
868,2,2019-07-03 00:00:00,14,55,29,2,86,99,67,12,61,25,6
869,2,2019-07-03 00:00:00,94,22,89,93,38,94,25,44,94,40,3
870,7,2019-07-03 00:00:00,49,1,3,3,17,80,26,39,84,84,4
871,8,2019-07-03 00:00:00,79,44,85,57,2,70,83,58,53,9,0
872,5,2019-07-03 00:00:00,49,59,28,42,40,82,53,17,75,72,0
873,4,2019-07-03 00:00:00,30,9,55,6,75,88,59,71,28,24,5
874,7,2019-07-03 00:00:00,10,64,59,67,27,55,27,36,60,28,2
875,7,2019-07-03 00:00:00,8,25,53,66,41,91,62,95,49,87,1
876,2,2019-07-03 00:00:00,63,7,22,71,44,60,16,92,75,9,3
877,1,2019-07-03 00:00:00,4,38,30,20,39,37,48,87,19,67,4
878,10,2019-07-03 00:00:00,27,9,40,31,43,33,61,55,91,99,2
879,6,2019-07-03 00:00:00,100,73,46,14,20,19,27,44,15,67,2
880,1,2019-07-03 00:00:00,19,26,15,32,73,86,65,56,12,47,3
881,8,2019-07-03 00:00:00,79,99,92,28,60,33,23,40,84,75,4
882,1,2019-07-03 00:00:00,74,60,60,83,1,1,48,21,99,53,0
883,5,2019-07-03 00:00:00,53,48,44,49,83,66,57,52,43,11,5
884,6,2019-07-03 00:00:00,76,4,28,44,32,18,48,63,57,61,5
885,6,2019-07-03 00:00:00,89,43,82,70,46,7,100,90,96,43,1
886,2,2019-07-03 00:00:00,45,39,27,25,35,84,18,66,96,55,3
887,3,2019-07-03 00:00:00,52,92,6,52,54,62,10,2,37,23,4
888,2,2019-07-03 00:00:00,10,11,73,10,42,31,80,50,53,71,4
889,8,2019-07-03 00:00:00,16,30,72,74,32,63,87,62,28,36,4
890,2,2019-07-03 00:00:00,32,79,18,23,53,53,57,13,53,85,5
891,5,2019-07-03 00:00:00,52,44,81,40,30,38,38,70,36,98,6
892,3,2019-07-03 00:00:00,91,98,24,37,24,61,19,56,32,100,0
893,9,2019-07-03 00:00:00,1,95,80,11,48,91,84,83,9,45,6
894,9,2019-07-03 00:00:00,15,17,27,48,88,98,56,3,3,41,0
895,8,2019-07-03 00:00:00,62,17,21,46,94,26,83,51,86,5,4
896,3,2019-07-03 00:00:00,57,28,5,52,46,66,8,68,95,25,5
897,10,2019-07-03 00:00:00,72,48,58,15,39,33,3,51,97,41,1
898,7,2019-07-03 00:00:00,58,42,95,21,80,18,70,16,41,48,2
899,5,2019-07-03 00:00:00,69,39,16,13,78,79,57,89,36,61,2
900,1,2019-07-03 00:00:00,91,27,3,66,35,93,87,92,8,83,0
901,4,2019-07-04 00:00:00,13,91,47,47,20,41,12,59,48,14,6
902,6,2019-07-04 00:00:00,55,27,81,21,29,87,70,83,11,61,3
903,10,2019-07-04 00:00:00,79,68,60,63,41,88,36,78,3,14,6
904,4,2019-07-04 00:00:00,24,53,53,41,8,73,63,73,41,32,3
905,2,2019-07-04 00:00:00,9,17,26,49,77,67,50,46,13,61,2
906,6,2019-07-04 00:00:00,83,41,32,82,94,12,79,90,91,43,6
907,8,2019-07-04 00:00:00,94,5,59,99,57,39,38,64,54,94,2
908,2,2019-07-04 00:00:00,43,57,50,47,47,10,67,20,45,73,3
909,2,2019-07-04 00:00:00,82,90,83,32,88,56,47,47,13,96,5
910,3,2019-07-04 00:00:00,37,8,32,48,57,58,71,6,52,37,3
911,7,2019-07-04 00:00:00,21,8,48,5,18,92,65,84,41,24,6
912,2,2019-07-04 00:00:00,91,3,26,80,69,26,20,37,77,1,2
913,4,2019-07-04 00:00:00,38,32,8,25,3,50,67,56,74,23,2
914,10,2019-07-04 00:00:00,37,75,57,13,86,93,55,46,50,41,2
915,2,2019-07-04 00:00:00,12,22,64,45,76,20,9,10,43,8,6
916,9,2019-07-04 00:00:00,68,99,75,60,20,82,22,54,88,92,4
917,2,2019-07-04 00:00:00,16,48,42,65,95,74,17,27,52,55,0
918,2,2019-07-04 00:00:00,4,74,40,50,29,73,54,59,33,74,5
919,9,2019-07-04 00:00:00,27,13,79,39,68,39,28,49,71,58,2
920,1,2019-07-04 00:00:00,93,20,27,27,66,44,68,68,31,63,1
921,2,2019-07-04 00:00:00,31,25,67,35,6,4,66,99,30,8,2
922,5,2019-07-04 00:00:00,60,23,98,68,87,66,17,53,27,91,6
923,5,2019-07-04 00:00:00,88,40,67,92,27,29,33,55,79,64,3
924,4,2019-07-04 00:00:00,77,38,22,8,40,28,39,5,54,52,6
925,6,2019-07-04 00:00:00,95,96,89,84,69,12,5,20,69,12,3
926,2,2019-07-04 00:00:00,53,59,27,95,38,83,51,80,96,37,1
927,5,2019-07-04 00:00:00,12,77,73,75,24,94,77,70,14,95,4
928,1,2019-07-04 00:00:00,57,30,36,20,24,99,87,57,29,32,5
929,9,2019-07-04 00:00:00,1,63,9,19,95,70,3,100,51,69,1
930,9,2019-07-04 00:00:00,31,57,65,59,50,31,23,21,66,3,0
931,3,2019-07-04 00:00:00,71,86,81,57,45,61,71,14,76,40,6
932,1,2019-07-04 00:00:00,10,58,47,32,27,97,92,96,42,50,0
933,5,2019-07-04 00:00:00,13,63,51,12,58,20,8,71,11,16,6
934,4,2019-07-04 00:00:00,54,55,29,32,28,44,40,10,54,76,4
935,5,2019-07-04 00:00:00,72,32,47,41,14,74,25,69,22,69,6
936,10,2019-07-04 00:00:00,38,20,42,65,14,37,83,7,97,77,5
937,1,2019-07-04 00:00:00,43,11,7,47,38,70,29,32,74,85,0
938,1,2019-07-04 00:00:00,19,64,12,10,50,84,96,37,12,92,0
939,1,2019-07-04 00:00:00,5,63,20,44,78,34,88,40,98,72,3
940,7,2019-07-04 00:00:00,30,60,32,71,100,61,18,35,24,81,2
941,6,2019-07-04 00:00:00,88,18,19,35,64,11,11,49,64,11,4
942,4,2019-07-04 00:00:00,88,5,31,3,87,30,50,76,37,11,2
943,6,2019-07-04 00:00:00,33,80,20,76,52,7,46,96,73,51,3
944,6,2019-07-04 00:00:00,40,76,78,77,66,93,85,2,81,26,3
945,9,2019-07-04 00:00:00,94,64,85,24,45,61,90,17,25,68,3
946,1,2019-07-04 00:00:00,86,5,69,29,10,12,37,36,71,76,6
947,5,2019-07-04 00:00:00,80,54,14,83,94,8,10,30,67,6,5
948,10,2019-07-04 00:00:00,94,9,74,98,84,34,65,29,22,18,1
949,1,2019-07-04 00:00:00,18,50,41,22,90,59,17,96,28,41,3
950,5,2019-07-04 00:00:00,95,68,89,99,21,54,63,88,6,44,0
951,7,2019-07-04 00:00:00,22,2,30,5,75,47,49,33,36,99,6
952,4,2019-07-04 00:00:00,25,21,34,29,73,91,15,64,32,79,3
953,5,2019-07-04 00:00:00,82,61,54,49,71,57,77,99,27,79,5
954,1,2019-07-04 00:00:00,74,81,100,96,80,40,24,74,63,44,0
955,7,2019-07-04 00:00:00,39,33,19,34,18,26,62,13,50,8,4
956,9,2019-07-04 00:00:00,26,42,63,15,85,64,41,26,4,83,1
957,5,2019-07-04 00:00:00,29,80,87,23,12,52,91,49,20,3,2
958,2,2019-07-04 00:00:00,94,8,20,55,33,70,93,75,25,22,4
959,6,2019-07-04 00:00:00,77,52,94,26,73,59,58,8,88,36,2
960,3,2019-07-04 00:00:00,54,63,86,28,56,8,38,25,30,31,3
961,10,2019-07-04 00:00:00,8,41,56,38,10,62,61,67,67,7,3
962,4,2019-07-04 00:00:00,31,31,32,38,91,64,4,83,87,68,4
963,2,2019-07-04 00:00:00,56,55,66,30,48,75,93,42,36,69,3
964,5,2019-07-04 00:00:00,7,89,20,38,37,27,71,36,90,30,0
965,2,2019-07-04 00:00:00,94,13,21,55,67,50,20,51,20,82,2
966,8,2019-07-04 00:00:00,6,85,23,39,51,84,24,32,76,33,6
967,7,2019-07-04 00:00:00,79,38,89,88,29,40,98,18,30,32,6
968,4,2019-07-04 00:00:00,95,24,21,79,47,97,53,10,88,38,6
969,6,2019-07-04 00:00:00,95,32,89,73,38,57,79,63,43,5,0
970,3,2019-07-04 00:00:00,16,26,47,100,82,13,32,23,69,78,1
971,8,2019-07-04 00:00:00,77,34,57,87,88,20,86,83,7,26,3
972,9,2019-07-04 00:00:00,69,43,68,76,17,98,31,49,30,85,3
973,7,2019-07-04 00:00:00,79,4,22,74,25,48,99,63,48,9,6
974,5,2019-07-04 00:00:00,82,87,47,91,38,1,29,5,9,51,4
975,6,2019-07-04 00:00:00,56,86,3,3,14,40,48,86,86,81,2
976,9,2019-07-04 00:00:00,37,19,70,1,81,16,13,99,9,21,3
977,9,2019-07-04 00:00:00,22,71,26,99,100,94,11,46,97,55,3
978,9,2019-07-04 00:00:00,8,30,42,90,63,2,91,46,29,87,0
979,9,2019-07-04 00:00:00,71,9,13,22,48,1,25,64,25,5,2
980,10,2019-07-04 00:00:00,17,27,69,44,53,71,26,23,66,100,6
981,3,2019-07-04 00:00:00,14,83,53,29,41,2,50,89,32,77,2
982,8,2019-07-04 00:00:00,21,34,87,97,78,98,55,3,5,2,6
983,3,2019-07-04 00:00:00,70,76,55,75,47,55,43,18,63,44,2
984,5,2019-07-04 00:00:00,4,12,64,77,49,28,64,58,51,96,3
985,1,2019-07-04 00:00:00,9,15,51,85,73,9,98,50,76,8,2
986,8,2019-07-04 00:00:00,16,31,89,45,42,51,31,21,76,78,4
987,5,2019-07-04 00:00:00,92,99,100,23,84,70,7,45,5,64,6
988,4,2019-07-04 00:00:00,42,90,34,13,31,34,45,91,46,73,4
989,6,2019-07-04 00:00:00,79,67,9,98,54,56,25,69,21,72,2
990,10,2019-07-04 00:00:00,88,9,91,46,84,31,49,35,53,61,2
991,10,2019-07-04 00:00:00,56,41,44,37,66,6,55,66,26,48,3
992,2,2019-07-04 00:00:00,96,59,81,2,31,73,70,3,94,67,0
993,10,2019-07-04 00:00:00,34,61,12,37,72,43,42,5,54,21,3
994,10,2019-07-04 00:00:00,1,44,77,45,94,28,20,79,58,92,5
995,7,2019-07-04 00:00:00,62,54,66,81,87,97,25,83,86,11,6
996,10,2019-07-04 00:00:00,24,89,57,41,61,7,28,46,17,86,2
997,1,2019-07-04 00:00:00,36,30,10,4,66,78,37,42,31,94,1
998,9,2019-07-04 00:00:00,79,87,67,75,69,27,90,70,28,52,6
999,8,2019-07-04 00:00:00,51,36,56,24,49,29,22,100,84,51,5
1000,10,2019-07-04 00:00:00,59,14,5,29,59,45,21,49,50,31,2
1001,1,2019-07-04 00:00:00,74,84,16,48,69,63,94,41,49,8,2
1002,8,2019-07-04 00:00:00,19,41,47,24,69,9,47,1,27,13,3
1003,5,2019-07-04 00:00:00,3,16,58,52,42,89,32,79,32,52,4
1004,3,2019-07-04 00:00:00,57,24,30,46,100,6,40,50,82,15,3
1005,2,2019-07-04 00:00:00,58,69,21,87,10,2,93,60,21,38,5
1006,7,2019-07-04 00:00:00,82,4,69,17,50,53,34,63,44,20,5
1007,2,2019-07-04 00:00:00,96,98,70,14,11,44,67,2,7,93,5
1008,1,2019-07-04 00:00:00,88,63,93,41,31,76,40,51,57,16,3
1009,6,2019-07-04 00:00:00,42,84,80,15,45,41,11,96,12,66,2
1010,6,2019-07-04 00:00:00,92,55,57,13,24,5,88,13,23,4,5
1011,3,2019-07-04 00:00:00,91,91,18,80,37,88,42,21,42,80,6
1012,5,2019-07-04 00:00:00,55,46,10,89,25,63,7,81,84,54,4
1013,5,2019-07-04 00:00:00,43,4,91,72,35,63,27,23,1,12,0
1014,6,2019-07-04 00:00:00,69,66,6,80,95,73,45,80,25,31,1
1015,10,2019-07-04 00:00:00,82,8,66,63,37,37,79,24,48,53,6
1016,7,2019-07-04 00:00:00,94,39,44,45,55,35,75,3,22,85,6
1017,2,2019-07-04 00:00:00,43,63,58,80,60,15,5,3,4,55,2
1018,4,2019-07-04 00:00:00,11,81,43,51,87,7,75,22,5,48,3
1019,10,2019-07-04 00:00:00,29,55,83,48,96,42,42,67,69,23,2
1020,9,2019-07-04 00:00:00,51,96,75,57,49,56,55,55,41,29,3
1021,2,2019-07-04 00:00:00,41,79,20,85,23,100,85,34,96,83,6
1022,4,2019-07-04 00:00:00,47,28,40,26,85,24,60,6,80,95,0
1023,1,2019-07-04 00:00:00,98,28,98,32,32,47,21,66,27,67,2
1024,6,2019-07-04 00:00:00,45,27,87,39,98,3,65,24,72,54,6
1025,6,2019-07-04 00:00:00,92,67,11,16,32,50,70,97,62,92,6
1026,8,2019-07-04 00:00:00,92,44,91,58,25,31,88,11,6,74,5
1027,6,2019-07-04 00:00:00,85,93,12,56,98,96,22,69,44,84,0
1028,5,2019-07-04 00:00:00,31,69,56,18,71,2,41,71,27,27,1
1029,3,2019-07-04 00:00:00,22,24,21,20,23,96,7,50,78,24,3
1030,1,2019-07-04 00:00:00,22,2,97,1,75,99,94,28,65,55,0
1031,10,2019-07-04 00:00:00,47,84,88,2,5,37,99,25,1,8,5
1032,10,2019-07-04 00:00:00,42,17,60,19,40,96,23,32,93,47,0
1033,5,2019-07-04 00:00:00,12,82,78,89,23,71,2,21,12,55,0
1034,3,2019-07-04 00:00:00,82,77,25,59,73,91,56,90,28,14,6
1035,8,2019-07-04 00:00:00,80,14,84,74,92,69,64,27,84,100,2
1036,1,2019-07-04 00:00:00,53,79,34,63,8,62,67,43,53,100,1
1037,10,2019-07-04 00:00:00,6,2,51,40,36,100,68,29,14,72,6
1038,9,2019-07-04 00:00:00,61,52,53,4,71,7,41,73,99,40,5
1039,4,2019-07-04 00:00:00,29,17,43,14,93,65,19,36,29,46,3
1040,4,2019-07-04 00:00:00,72,20,82,95,60,64,54,3,34,82,1
1041,10,2019-07-04 00:00:00,83,85,82,93,6,70,36,99,36,36,3
1042,2,2019-07-04 00:00:00,13,67,34,91,40,68,3,67,57,51,3
1043,8,2019-07-04 00:00:00,98,90,98,71,29,36,62,88,62,67,0
1044,10,2019-07-04 00:00:00,64,49,23,24,76,56,89,11,94,20,4
1045,8,2019-07-04 00:00:00,75,38,38,75,26,43,64,51,17,50,1
1046,4,2019-07-04 00:00:00,52,54,51,56,16,73,91,62,52,74,4
1047,9,2019-07-04 00:00:00,21,20,64,15,81,52,58,4,5,60,6
1048,3,2019-07-04 00:00:00,57,15,81,12,26,69,24,89,6,61,1
1049,5,2019-07-04 00:00:00,15,15,20,53,94,32,84,75,11,57,1
1050,5,2019-07-04 00:00:00,12,28,31,31,24,82,13,91,30,56,2
1051,5,2019-07-04 00:00:00,3,66,35,9,44,49,24,78,44,59,6
1052,4,2019-07-04 00:00:00,58,46,13,73,30,33,83,67,49,24,6
1053,7,2019-07-04 00:00:00,34,9,71,79,5,32,38,90,3,9,0
1054,10,2019-07-04 00:00:00,76,35,42,70,21,16,12,97,7,75,2
1055,7,2019-07-04 00:00:00,34,93,99,17,75,68,62,33,27,89,0
1056,4,2019-07-04 00:00:00,99,70,74,64,25,24,5,96,63,95,4
1057,2,2019-07-04 00:00:00,76,82,6,69,59,34,74,57,65,3,1
1058,7,2019-07-04 00:00:00,2,37,91,55,95,26,88,10,95,64,3
1059,8,2019-07-04 00:00:00,5,11,1,74,44,16,65,9,82,54,4
1060,8,2019-07-04 00:00:00,75,93,6,78,8,52,3,68,71,87,4
1061,1,2019-07-04 00:00:00,3,22,68,51,41,72,91,5,29,66,5
1062,1,2019-07-04 00:00:00,96,36,90,64,82,5,85,6,25,98,4
1063,5,2019-07-04 00:00:00,99,1,84,69,77,11,77,15,34,12,5
1064,2,2019-07-04 00:00:00,82,35,98,87,21,58,16,32,70,72,3
1065,8,2019-07-04 00:00:00,93,28,38,99,78,18,73,80,14,55,4
1066,6,2019-07-04 00:00:00,43,89,79,71,98,28,57,25,35,87,0
1067,1,2019-07-04 00:00:00,61,20,36,54,93,41,91,50,92,3,4
1068,4,2019-07-04 00:00:00,66,89,30,89,56,78,83,37,4,85,2
1069,3,2019-07-04 00:00:00,48,88,43,38,13,83,2,76,39,19,3
